"name","age","latitude","longitude","monthlyIncome","experienced"
"Panchito",60,27.123078,104.727418,14398,0
"Madelina",94,3.0782922,101.5931076,11567,1
"Melantha",38,35.7493724,10.7069688,10553,0
"Chauncey",98,32.21252,106.230327,12166,1
"Reg",91,19.371561,110.104886,3988,0
"Rhiamon",26,51.1227795,21.4274273,17575,1
"Madelle",61,56.1993557,15.6309078,16988,1
"Grissel",24,14.265684,120.82759,14373,1
"Muffin",66,32.6180396,110.7762387,14746,0
"Leonard",37,2.5214059,33.3486147,16270,0
"Errick",58,31.18,31.86,14317,0
"Ozzie",35,-19.9672706,-44.2011793,19875,0
"Marillin",92,37.235499,-93.2478638,14816,0
"Maurise",52,43.7441795,2.511999,15862,0
"Theda",52,-8.3698126,118.2702036,4127,0
"Ruben",30,20.2712406,-76.9556643,16676,0
"Armand",63,33.347316,120.16366,4509,0
"Marshall",47,23.0604451,113.5883876,19729,0
"Maurice",76,-7.811056,108.438797,6922,1
"Peter",21,55.3315791,38.8842656,19448,1
"Naomi",40,12.4525749,7.3071075,17967,1
"Kaycee",52,30.520783,120.145342,15448,0
"Rickey",73,53.158984,-7.185387,3882,1
"Huey",53,45.2661778,18.7963503,19700,0
"Kellia",77,42.5556547,1.5330732,16355,1
"Frederico",63,1.1322476,104.0115689,12334,0
"Gerri",74,16.9509413,43.7477743,4659,1
"Cory",33,-7.8169756,111.9790773,9429,1
"Layney",71,7.1889377,124.6303406,9692,0
"Inna",57,54.4771768,-8.2817353,14632,0
"Tracy",95,49.19177,16.7714628,13453,0
"Costa",90,7.2357275,-8.98527,16457,1
"Trenton",24,10.9840928,8.060158,14647,1
"Leonerd",74,44.6658941,20.9335169,15365,1
"Ilysa",86,41.455932,118.106868,11899,0
"Leland",98,39.6472855,-8.8615521,8710,0
"Maribeth",53,-33.5339107,-58.2177722,5184,1
"Viva",44,14.8753647,-88.0729754,7583,1
"Quentin",36,41.1572852,-8.434873,11306,1
"Neda",62,-11.434693,-61.4566885,18007,1
"Joshua",57,48.7266786,40.3751274,3994,0
"Arlee",46,38.111851,-7.2176902,11395,1
"Tommie",21,-7.6052823,109.5151561,18010,1
"Kayley",61,34.746611,113.625328,15053,0
"Jacqui",19,7.8890971,-72.4966896,15269,1
"Terrie",76,11.862577,8.9990801,4278,1
"Seana",64,54.000556,59.106389,17261,1
"Siana",19,17.5777771,120.359795,15497,0
"Kyle",78,40.3999248,49.9789212,11626,0
"Shaylynn",97,35.0032213,102.913526,6489,1
"Jozef",41,60.5770445,16.5120356,8427,1
"Madel",83,24.77848,110.496593,6922,0
"Tisha",70,22.8025588,104.9784494,14201,0
"Marcus",80,31.129098,120.839842,18426,1
"Quintus",18,31.896059,35.254768,9896,0
"Danila",39,61.1699194,33.0828972,4854,0
"Idalina",86,35.4709893,-5.4057358,7602,0
"Genny",29,37.438101,112.028866,14459,1
"Wanda",99,38.6093672,-8.887687,4913,0
"Noel",61,37.546455,121.369038,10558,0
"Dalton",74,-6.9174639,107.6191228,9586,0
"Karoly",69,49.7722369,20.506072,13071,0
"Amandie",61,34.151624,109.323479,19250,1
"Devina",93,37.1686873,10.188536,4531,0
"Humbert",31,15.9769657,120.4674034,17894,1
"Beauregard",50,8.881634,-79.8268729,10012,0
"Bessy",50,55.8389853,37.1414146,4778,1
"Farlie",37,34.29922,108.490475,16507,0
"Rupert",80,-6.5079856,106.0875326,18298,0
"Evvie",39,-11.7088712,-40.5940565,13358,1
"Stacey",88,57.9788789,33.243615,4447,0
"Marjy",49,54.7674474,58.2897934,9240,0
"Scot",86,49.5597209,12.7714782,17547,1
"Cleveland",63,45.299318,42.634626,16605,1
"Randall",51,18.4849486,-69.8627901,4627,1
"Anallise",66,54.519499,86.358927,5952,0
"Ailey",59,35.0900891,134.1994263,13064,1
"Griswold",34,29.878738,52.8205515,5236,0
"Tybalt",26,-7.594182,-78.466042,3107,1
"Ulick",44,29.866911,115.61166,11153,1
"Arthur",50,38.6032329,-9.1057581,13318,0
"Wald",45,19.9104798,99.840576,15833,1
"Vivienne",24,45.8839523,16.416766,8231,1
"Saxe",25,31.947507,112.017723,8848,1
"Cathryn",81,30.745232,110.770017,15593,1
"Christian",51,5.6972693,7.0605998,9182,0
"Belinda",79,40.1833826,117.3175737,10692,0
"Nicolle",64,-7.6772147,109.0185719,13451,1
"Benedick",32,14.6602787,120.989116,11306,0
"Charyl",20,10.9455193,122.5100535,18821,1
"Malory",72,40.8318278,44.2797884,14245,1
"Greer",91,31.42013,35.11516,4144,0
"Ilse",25,35.3042606,50.5006231,14568,1
"Edouard",57,53.1595566,19.3969614,18733,0
"Josephina",28,8.4538411,39.2803991,11686,0
"Jacquenette",61,14.1056708,38.2849463,10089,0
"Chad",55,52.406614,22.2424971,12560,1
"Fredelia",45,-7.0549395,107.6451458,13651,1
"Alyssa",89,40.6573682,44.0769342,17739,1
"Frankie",61,13.4841015,-88.4670322,15777,1
"Regan",57,2.389011,-75.8942469,11899,0
"Ericha",37,-9.0972502,-35.5876697,16914,0
"Belvia",29,28.944692,119.314016,12141,1
"Harriott",38,14.4349111,102.1632718,8260,0
"Luther",78,41.2218624,-7.5345759,13003,1
"Marrissa",47,53.3881832,-6.2611953,19235,0
"Toni",72,-27.112723,-109.3496865,11842,0
"Herschel",98,8.1679082,124.1582966,17434,0
"Abbey",75,-7.355927,110.6422198,18426,1
"Lara",37,28.312001,109.738781,13208,0
"Donetta",88,43.981544,87.504934,13025,1
"Sim",100,25.600272,115.786056,11939,1
"Clarinda",66,-8.2358977,114.9605861,16870,0
"Gisela",63,31.364902,108.249509,7524,1
"Fremont",52,27.58237,110.897275,4587,1
"Amandi",32,11.4967991,122.6946707,9351,1
"Lorie",78,-8.1924285,112.7011258,9111,1
"Karita",80,14.0452728,108.255546,18066,1
"Celestyn",22,41.11028,21.01139,9819,0
"Kent",39,23.1041815,-82.1604849,5602,1
"Decca",92,46.1357218,14.7444352,14083,1
"Ara",70,48.7803815,2.4549884,3294,0
"Hana",42,40.3643523,70.8001028,13219,1
"Kelly",73,-6.8952768,111.6124134,14542,0
"Rodolphe",59,26.655026,102.244683,3025,1
"Skell",47,17.9611269,-76.8893907,14520,1
"Mada",21,51.1480274,71.4256221,9330,0
"Hiram",36,-8.5943,115.0906,18534,0
"Corabelle",28,43.8666546,77.0513838,9207,1
"Ulric",41,43.4945737,5.8978018,17831,0
"Ginelle",62,30.274084,120.15507,15265,1
"Ingmar",49,23.157289,113.273288,16799,1
"Huey",77,9.546414,122.521763,16461,1
"Marcy",93,57.2900329,13.5137081,17068,0
"Esmaria",68,-23.4135017,-46.3433897,7957,0
"Malory",25,34.472679,107.36884,14037,1
"Alexia",69,-0.1806532,-78.4678382,16938,1
"Berta",61,38.174362,114.908822,15436,0
"Bertrand",84,55.6188565,74.0452068,12962,1
"Adelbert",80,59.341383,18.0585213,12492,1
"Ami",33,7.6622793,-80.5632884,7014,0
"Tara",53,61.1699194,33.0828972,6405,1
"Thebault",25,46.68518,16.3936719,12612,1
"Reinald",62,56.0212332,12.7210712,12550,0
"Tan",47,-6.8013457,111.4126837,3557,1
"Thelma",39,40.152053,-8.3479579,6018,1
"Broderic",47,9.074122,117.764198,5312,0
"Micky",87,43.3362822,3.2188961,15455,0
"Jolynn",68,-0.3776854,100.608395,6562,1
"Link",51,17.2375,99.818333,4924,1
"Zorana",76,71.9666987,102.5000418,15754,0
"Myrlene",80,-6.7653704,106.7742047,7092,0
"Quent",75,41.7595825,-7.4773543,18953,1
"Cyrus",43,31.95402,35.1624,14330,1
"Zilvia",85,-8.0367968,111.86133,18319,0
"Lewie",61,19.4095846,-99.1575732,14004,1
"Giacinta",41,23.028956,113.143441,17484,1
"Hedvige",66,49.20303,18.051311,6006,1
"Jarred",58,25.639488,115.432374,3317,0
"Titos",95,45.697904,0.964671,18567,0
"Stanford",100,28.062918,99.492635,17602,1
"Von",89,46.019373,15.4759099,17506,0
"Read",72,39.763959,76.982549,13757,1
"Christos",96,34.92357,36.48598,17657,1
"Raymund",18,30.823499,104.158705,16511,0
"Bennie",91,64.2456893,23.8402057,4796,1
"Renaldo",30,36.332663,103.947377,13491,0
"Rosemarie",59,47.2173146,15.6237211,15467,0
"Issie",96,30.987804,34.929741,16962,0
"Fraser",68,4.345152,-74.361823,4325,1
"Kimmie",78,32.360409,119.549352,15104,1
"Anstice",18,30.07728,103.848396,4114,1
"Morly",26,23.3854292,113.4895468,4651,0
"Teressa",22,3.6196125,98.5089455,17715,1
"Milena",21,10.2441931,-67.6066164,15796,1
"Cyrillus",37,63.8303942,20.2848088,9969,1
"Maegan",21,28.532422,118.592707,13736,1
"Dominik",92,37.2284208,21.6360085,5848,0
"Hollie",34,8.9245,-74.47033,11938,0
"Silvia",65,6.783333,-1.566667,14593,1
"Ketti",47,32.5539412,130.4103077,11963,1
"Ezmeralda",35,-6.8806715,108.5017948,15455,1
"Field",67,45.85007,-72.0658,6616,1
"Carma",97,9.1009716,104.8921668,18030,0
"Yvonne",76,46.2209242,14.3353423,10250,0
"Steffen",32,39.9870663,48.4692545,17374,1
"Leonora",29,22.5341348,114.1162219,17878,0
"Olimpia",69,-10.3931514,39.1361568,12763,1
"Hattie",38,53.602954,53.0390034,3082,0
"Austin",32,18.8478608,-99.1843676,18910,0
"Erasmus",97,55.8024235,37.4219388,11192,1
"Emmanuel",100,56.8408003,42.5992867,16422,0
"Cal",41,-7.4892361,-38.9842531,13377,1
"Cathe",62,26.974959,112.461956,19686,1
"Elihu",24,57.7306723,12.0586546,6961,1
"Jaquith",82,46.0116166,14.3775361,16797,0
"Osborn",84,27.229632,115.135507,15363,1
"Maureene",52,52.6235765,14.6349097,11893,1
"Mathias",35,49.05798,-122.25257,17244,1
"Valli",80,30.8716344,104.0134362,17647,0
"Antone",18,49.2337681,2.8874923,5695,0
"Gerrie",58,13.9894141,121.1394301,10683,0
"Bruno",70,52.5424757,16.3067301,9420,1
"Damien",42,-32.78333,-71.21667,4953,1
"Vinnie",95,34.7671945,-82.3777335,18599,1
"Kellsie",49,40.6785202,-8.2792695,11111,1
"Immanuel",22,51.349366,9.7730968,10220,1
"Kaila",24,7.679352,7.9266015,10890,0
"Franchot",84,6.9433577,-70.7168469,11802,0
"Elka",21,35.580996,116.986503,18327,0
"Rosemary",40,31.85932,105.754223,8446,1
"Julia",84,45.3579767,17.7640023,18771,0
"Aleen",95,38.8393743,-9.4606374,15300,0
"Sharai",86,-8.4788,117.4132,7233,0
"Becki",52,37.106326,-8.4723108,16910,0
"Bran",23,8.2414293,124.2469573,11336,1
"Hadley",26,38.2,-85.7,13713,1
"Beau",62,34.035771,113.852454,4262,0
"Celie",50,-34.990888,138.574391,14732,1
"Donetta",27,38.6805556,-8.923648,4213,1
"Sutherland",84,-7.1311,108.5671,12180,1
"Lyndsay",81,36.5292176,-6.2940354,12533,0
"Maxi",49,47.6676533,17.6300988,10544,0
"Drucie",78,52.4062515,19.1651495,16185,0
"Antonio",60,47.09995,-55.76504,15027,1
"Tiffy",55,30.166551,103.911314,18789,0
"Magdalene",25,59.7536439,10.1199836,18394,0
"Bethina",83,13.9483457,100.791665,7084,1
"Myrtie",65,34.978856,103.712902,15190,1
"Janeen",94,49.7759894,13.6924662,15696,0
"Kelsy",65,14.570844,121.0230236,14689,0
"Wyatt",41,30.663128,73.6658984,8765,1
"Evangeline",73,58.316667,12.3166671,19874,1
"Lacy",59,14.2139963,121.1703921,6717,1
"Dalton",64,29.00431,111.742951,5341,0
"Carly",76,46.208449,106.7088124,3322,0
"Laurent",38,31.2348663,121.4748751,9729,1
"Audra",80,34.302131,-6.302078,8357,1
"Lucille",85,23.505032,110.454177,5843,1
"Bancroft",55,33.92692,116.475691,11303,1
"Danella",26,6.7640051,124.3754414,14378,1
"Elinore",45,59.3235522,18.3860374,15841,1
"Cobbie",60,44.840524,82.353656,15851,1
"Marilyn",36,23.5585593,89.9041371,16799,0
"Tiffani",61,-7.1398,108.3549,9915,0
"Denny",62,40.6902433,21.6226189,3946,1
"Vanna",82,58.6772898,52.190142,13972,1
"Ev",76,60.7865441,14.1928243,15572,1
"Darn",19,22.919228,115.652151,13661,0
"Gerladina",38,43.8447278,4.3520438,16007,1
"Yettie",56,42.8436672,-2.6722992,10850,0
"Brook",88,-7.0872117,110.9134113,16308,1
"Giffard",49,38.7021233,-8.9557309,9474,1
"Jewell",38,24.541563,104.964912,11326,1
"Virginia",34,30.310011,120.348422,11965,1
"Jacklin",74,-1.7669836,33.9694276,11155,0
"Ammamaria",93,16.3274859,120.3660634,17851,0
"Brianna",64,49.8309961,18.3894128,19009,0
"Hamel",74,52.334456,124.709996,13027,1
"Joel",29,46.36446,113.577,11623,0
"Tobi",70,11.5218308,13.6883765,3926,0
"Merola",93,-21.3892337,-42.6945496,5904,0
"Tamqrah",70,8.679187,124.972309,15706,1
"Kellen",81,-7.6387228,111.0460407,19781,1
"Neda",55,-6.2377312,107.0568962,19948,1
"Tann",27,57.6613265,12.0134068,9131,0
"Margaretta",99,3.5737543,-76.01598,3308,0
"Camile",83,40.6086938,140.4880538,13558,1
"Godard",95,45.638468,0.129895,8861,0
"Theo",90,-23.0246201,-45.5558631,3904,0
"Griz",44,-12.8955513,-38.6779363,12187,0
"Sargent",43,-7.0258756,107.5176489,14724,0
"Duffie",90,48.732568,2.2889821,4271,1
"Storm",90,24.265926,116.081656,15349,0
"Cybill",74,30.081941,120.495065,17538,0
"Dolorita",65,34.2105603,-3.9980485,16744,0
"Ware",80,24.1477358,120.6736482,15193,0
"Christie",38,-7.3171858,108.0997955,5279,1
"Blithe",75,43.8317876,4.3686291,4125,0
"Karl",65,0.9452075,-77.6534904,19423,0
"Alastair",82,40.766965,114.740557,12373,1
"Morton",78,14.7741387,99.8571416,4008,0
"Gratiana",39,7.0228416,121.9195586,3967,1
"Fey",62,8.3793172,124.8830509,14246,0
"Eirena",65,-18.4315276,-39.9322068,19267,1
"Rory",19,-23.6228759,-46.7816647,15524,0
"Graig",25,57.6581553,12.1171659,18310,0
"Laurianne",78,-7.3887,108.6759,19837,1
"Raffarty",84,34.341574,108.93977,5493,1
"Ruprecht",28,50.3237353,12.5174875,9517,0
"Kelvin",49,44.574779,133.2798776,4655,1
"Roch",21,42.4379175,24.1808285,17828,0
"Johnathon",63,39.1063109,-94.4439365,4360,1
"Paulie",77,-9.483333,-77.866667,10605,1
"Tobye",57,37.083896,55.1706992,6965,1
"Laura",33,48.7736083,44.8250459,8863,0
"Laure",91,24.663055,118.41315,16494,1
"Rhiamon",83,5.6111498,-75.5509602,11908,1
"Emlyn",32,39.025627,116.975436,14789,0
"Kessiah",33,35.70265,51.1062824,12277,1
"Willette",94,-3.012309,33.0873408,15218,1
"Regina",55,-31.575874,-53.3806553,3790,1
"Myriam",84,-37.052608,-69.880879,8755,0
"Sibeal",51,-31.0783056,-64.4895079,8231,1
"Cristobal",59,52.9152117,23.4961724,7406,0
"Jaclin",72,10.3765284,106.3438891,5725,0
"Pierrette",80,-1.259553,104.100502,6669,0
"Amaleta",28,36.8625853,10.3329494,10066,0
"Angie",20,53.26683,-113.81874,16262,1
"Joellyn",38,45.2256179,15.274715,5761,0
"Ekaterina",56,39.3408388,23.0126047,5019,1
"Bria",33,-27.6349915,-48.5219457,5171,1
"Elsie",37,49.2412468,30.098993,13605,0
"Mamie",30,29.4778934,106.4352907,6793,0
"Tadeo",87,25.842011,105.026271,17585,0
"Rolando",77,22.6166667,114.6702778,9003,0
"Alice",66,-9.27793,-76.7193829,10163,0
"Sim",35,14.347522,120.9245309,16977,1
"Maren",93,52.00577,33.2615,19571,0
"Smitty",58,40.8318278,44.2797884,17106,0
"Derk",88,39.042852,117.318781,15176,0
"Torin",70,-0.4993281,37.2784835,15096,1
"Dianne",96,36.854929,114.503339,14250,0
"Orin",94,51.3367814,18.6254711,14311,0
"Kizzee",34,56.359356,61.8768972,16389,1
"Shelley",91,51.3201051,20.68325,8191,0
"Daveen",34,37.3931794,-122.0778761,13885,1
"Jilli",74,60.1347052,10.1579266,17446,0
"Halette",42,8.797145,-75.698571,10389,0
"Fionna",62,45.0098,41.1512,4470,0
"Berte",39,39.21074,101.66898,8349,1
"Gunther",41,49.7722369,20.506072,11471,1
"Renie",21,28.955847,114.532957,6007,1
"Rich",83,63.4400274,10.4024274,9769,0
"Colman",39,26.8626548,85.5560635,3718,1
"Michale",61,42.0096857,-4.5288016,19819,0
"Rosella",83,14.0285468,120.7181027,13765,1
"Karyl",60,-6.8618504,111.971625,14349,0
"Liam",90,-11.7871994,43.2702822,14780,1
"Magdalena",53,57.6044065,35.9190561,18495,1
"Beryl",86,39.5093131,-7.8148208,4371,1
"Felicdad",43,-7.1610471,111.5975081,4682,0
"Ninette",52,38.1087967,21.7838411,3095,1
"Perry",31,-28.7653754,28.2468148,6903,0
"Walther",68,52.0872281,18.8224372,9011,0
"Janna",67,49.7133875,18.4511722,6261,1
"Rogerio",18,45.7397125,4.8372255,15155,0
"Lazarus",54,24.8697215,89.3700108,9390,1
"Llewellyn",73,7.268697,-72.642495,13683,1
"Pascal",63,8.4864751,124.7352102,11584,1
"Colline",22,-7.4892361,-38.9842531,5610,1
"Winny",81,7.0513571,14.4344853,3228,1
"Glenda",64,41.2797561,-7.39548,17627,0
"Baxy",84,-7.2114552,112.7450068,6230,0
"Panchito",30,52.0990723,18.6045805,13762,0
"Dniren",33,67.0610032,27.3157403,18025,1
"Sidoney",37,-6.6856645,111.1607975,8408,1
"Nicholas",41,18.9120012,-70.7490939,7401,1
"Marnia",98,-31.3350093,-64.2951643,17159,1
"Bennett",76,34.746611,113.625328,13697,0
"Paloma",28,-6.6183695,107.7251314,6558,0
"Camilla",37,-24.1955744,-65.2844271,8385,0
"Amalia",67,50.6026456,17.0703956,19322,0
"Mathilde",79,55.7227702,38.9796562,13351,0
"Trudi",79,42.6586378,18.1013637,19098,0
"Rori",26,24.0716583,120.5624474,18239,1
"Faulkner",67,-9.1113278,-35.958777,19376,1
"Esther",49,66.2745295,33.0615453,14002,0
"Marlene",24,-31.413822,-64.485902,16408,1
"Phip",82,60.601518,16.7485695,19425,0
"Jonell",44,-20.2906811,28.9383082,14132,0
"Larissa",39,43.153975,-77.6120835,8240,1
"Tonie",36,-4.8919744,105.2779983,11744,1
"Marleen",36,-19.4878116,-46.5450499,5497,1
"Hunter",53,-20.4413004,-63.2798225,5236,1
"Reinald",81,4.338952,-73.938919,12938,0
"Carrie",18,-7.332353,107.4499404,11691,1
"Sally",79,45.3613644,18.5422141,11286,0
"Raoul",36,41.3537964,-8.540112,9814,0
"Kelsy",52,29.2434976,-82.116955,15904,0
"Cthrine",77,11.5448729,104.8921668,18354,1
"Jenda",58,45.0169373,39.1009227,10961,1
"Madalena",27,-6.7974032,111.4708135,13027,0
"Hallie",65,-10.7964,122.9437,9712,1
"Martie",30,29.584292,111.380014,3420,0
"Orella",58,50.2836918,24.6345078,9692,1
"Herbie",21,52.08234,5.1175293,14304,0
"Godfrey",69,34.1349887,-118.1507494,12611,0
"Kerrin",41,41.811979,126.918087,10821,0
"Jilli",73,11.383932,107.5386809,7283,0
"Creight",73,41.451118,-81.6309078,17051,1
"Lani",95,14.2755871,-90.7690791,17792,1
"Nikolos",40,50.689974,103.4524989,17250,0
"Phoebe",19,15.2113128,120.0278872,15937,0
"Dorothy",95,34.497578,113.798718,17398,1
"Ashien",61,33.2445659,130.4529061,4066,1
"Pablo",33,26.9105097,68.1863546,3881,1
"Corinna",97,-8.5408,115.1191,13700,1
"Mata",52,-8.1623059,112.0208095,8949,0
"Jacenta",54,-10.6113203,121.6083421,6393,0
"Inge",32,-11.0883431,-77.6106512,15158,1
"Giustino",76,46.068811,6.568907,3092,1
"Christal",82,16.6078107,101.9291015,15897,1
"Orrin",89,29.028066,106.651361,7813,1
"Pacorro",59,21.0598649,105.4943648,5508,1
"Edlin",41,40.5141742,23.8254879,5707,1
"Lenette",53,14.5001422,121.0394028,9220,0
"Sandor",85,8.8729633,-82.5834947,3465,1
"Alessandra",35,23.021478,113.121435,15041,0
"Dulcie",94,-16.4443537,-39.0653656,9675,1
"Bjorn",85,47.585569,18.3979984,3052,1
"Debra",74,56.8338605,28.2918137,11924,1
"Jessey",85,27.7327603,30.8396598,4437,1
"Moishe",49,45.4518103,-75.738755,5350,1
"Fredi",69,39.9831117,-75.1150466,4163,1
"Almire",56,44.81,-93.92,11421,0
"Vivian",58,44.395234,125.697103,10785,0
"Daven",80,-17.8599943,-41.5091004,15685,0
"Ulric",95,57.3529283,37.5917237,8754,0
"Vinny",53,-8.793392,121.9330894,14016,0
"Alvis",52,48.375888,135.5602794,17660,0
"Tammara",54,-6.4952673,107.8050772,10701,0
"Marlyn",79,-8.2439141,114.3727687,8207,1
"Hurlee",26,38.94081,117.325744,18991,1
"Roberto",89,-3.0029841,115.9467997,18167,1
"Reece",67,-9.5179699,119.0983524,12105,0
"Levey",75,24.4908935,118.1202121,16186,0
"Robyn",60,34.728584,112.132488,16547,1
"Lancelot",19,53.67028,102.31056,14252,0
"Kylie",91,-8.301379,-78.0084789,6209,1
"Horatia",50,30.081941,120.495065,4041,1
"Frieda",33,33.8787981,10.850791,15297,0
"Rockie",95,59.7457795,29.623955,10226,0
"Nathanil",94,29.084946,-81.0644263,19114,1
"Annice",30,52.9352213,70.188509,13032,0
"Stanley",69,-3.5837638,30.7177509,16443,1
"Teddi",94,19.214452,110.019489,14845,1
"Noel",39,59.4084121,16.3732686,3413,0
"Amitie",94,33.7684556,-118.2022212,9151,0
"Clary",70,49.03737,140.26989,9173,1
"Shane",19,11.9104731,-86.0758979,9172,1
"Inna",53,48.6277459,2.4381665,12999,1
"Sander",74,-22.2131635,-49.6555394,18696,0
"Marty",82,50.5799257,26.3216758,9076,1
"Trumann",58,19.3972335,-99.1933664,8714,0
"Sampson",86,35.0346917,137.0871404,18306,1
"Vinson",50,11.3451287,-72.3628361,7899,1
"Astrid",68,36.4596214,10.7830826,16030,1
"Iorgos",93,49.0122792,17.2425732,17903,1
"Maryanna",68,33.6669335,113.1115294,3050,0
"Spense",26,-13.5321991,-73.6760258,15986,0
"Maggie",77,20.5200611,104.5917494,11094,1
"Troy",34,23.396201,103.364905,15286,0
"Dierdre",49,17.3595778,120.4571858,10580,0
"Dukie",68,12.5179287,-69.9624781,9044,0
"Fernando",44,37.9429347,47.538392,19736,1
"Alverta",54,35.237207,102.827734,16596,0
"Marin",43,31.7338222,118.8719394,12015,1
"Leoline",51,22.7694444,113.6216667,14308,1
"Tann",58,6.0455336,120.9985973,12940,1
"Griz",46,31.2171769,121.5316367,12108,1
"Forbes",66,14.5700525,121.021201,12176,1
"Sheffie",66,52.7441662,17.3278637,13550,0
"Jerri",50,60.0024341,30.2410163,8973,1
"Rudie",23,-7.4642812,112.4216959,14491,1
"Marinna",34,35.0645029,126.9864799,15453,1
"Natalee",54,5.0436537,100.7210593,5004,0
"Kinsley",47,21.860756,112.6937778,11463,0
"Amory",38,-7.3507573,108.205132,8882,0
"Forrest",82,32.983101,107.766613,16857,0
"Quintina",81,-8.412098,119.866554,3164,0
"Neville",43,29.689847,121.28259,4953,0
"Enrico",65,61.2698079,17.09514,15106,0
"Coletta",97,31.77,-106.43,19424,0
"Robb",18,39.2470722,55.5191857,12364,1
"Collie",23,19.6775122,-99.0329594,14768,0
"Freedman",98,55.5305674,41.1014277,18553,1
"Waite",22,39.3221782,-9.342559,16272,1
"Dicky",87,48.418023,23.7371118,12871,1
"Fergus",35,52.3716937,4.8925949,12114,1
"Bart",56,37.0597622,140.8775769,17379,1
"Charleen",36,-15.81143,-72.858566,5587,1
"Fredelia",95,-34.7328945,-56.0305724,19995,1
"Celestyn",97,24.031853,104.887114,10072,1
"Therese",60,40.266667,72.1,8845,0
"Esme",87,49.8031512,18.790762,10047,1
"Debera",65,31.839141,103.732815,3209,1
"Janifer",21,10.656869,38.1662152,10769,1
"Darill",69,39.0709588,139.8789088,18407,0
"Ross",89,37.810661,120.758848,5913,0
"Clem",45,-21.013792,-42.8376099,17197,1
"Kyla",38,56.854995,26.2255149,15825,1
"Warden",28,-7.9868869,113.7513827,16851,0
"Vale",42,30.181201,114.984292,6308,0
"Son",100,60.684976,17.153166,5126,1
"Angil",83,33.4351922,130.529246,19031,1
"Barris",49,48.8809869,2.2760839,12664,1
"Pammy",37,24.47669,32.94626,8508,0
"Reinwald",90,45.6110839,19.5361203,9185,1
"Ryun",36,38.4251725,23.6720959,8485,1
"Gennie",63,-8.4358333,119.9916667,5730,1
"Mayne",96,43.9676803,133.0547021,18246,1
"Fiona",94,39.6053819,-8.4043125,6201,0
"Ailsun",24,29.893672,110.346166,4953,0
"Jard",69,24.1301619,55.8023118,10977,1
"Lynnell",90,-7.0130494,108.525539,5052,1
"Yard",82,25.410654,107.88645,6824,0
"Kaitlin",72,31.42301,35.13278,16893,1
"Gayelord",18,-6.3472,105.855,19320,1
"Geoffry",28,6.313861,-76.13181,9021,1
"Enrica",23,-5.7,-75.983333,7130,0
"Garner",95,43.1520105,126.4371385,17866,1
"Winnifred",42,48.6366985,2.7912279,10819,1
"Faulkner",26,44.0527811,6.1717148,19034,0
"Bertrando",82,-34.6559151,-54.1830076,3446,1
"Arnaldo",81,19.75,-104.016667,18603,1
"Lorene",80,31.5545599,120.1398158,11129,0
"Florie",75,-31.9421308,-65.1916804,3928,0
"Kirbee",90,49.5012266,14.5455675,15067,1
"Dreddy",56,15.2478876,104.8764505,7307,1
"Orson",39,-7.8808775,-40.0810267,16010,0
"Alric",50,49.325426,17.1732655,8664,1
"Riki",74,-31.4787554,-64.2316792,18447,0
"Felicdad",70,46.987383,123.769368,14316,0
"Eberto",74,49.0426,2.087826,5489,1
"Meggi",52,52.969667,122.539307,17655,0
"Lorry",53,30.453667,114.872199,5147,1
"Lucila",74,50.122577,26.1149716,15278,1
"Barris",94,-16.2382608,-44.4370606,13250,0
"Moe",64,15.4844645,-84.3568338,14011,1
"Gaye",24,34.016449,64.5266446,6034,1
"Evonne",96,-7.068288,106.8953043,6767,1
"Dacie",57,18.1405298,120.5168009,12041,0
"Gabriele",23,-7.340531,112.7077638,3626,0
"Marline",58,52.145887,25.5329454,9546,1
"Maurizia",100,26.662155,102.242653,9712,0
"Trace",46,40.479895,123.170569,16179,1
"Chelsea",80,4.9764526,-75.6695834,12960,1
"Romona",67,63.8223321,20.2753893,7450,0
"Brendon",88,11.042265,123.9418261,14413,1
"Ellery",61,41.631471,42.1907465,4978,1
"Aldin",41,51.159,21.64911,5948,0
"Reed",94,48.97974,33.52638,6125,1
"Obadias",20,34.2398892,135.2395881,13696,1
"Clarissa",30,43.9072222,87.4741667,17918,0
"Opalina",74,51.4938767,22.8528812,4271,1
"Lorene",36,50.4803347,15.6082286,6086,1
"Faulkner",44,37.7616723,-25.1607541,16503,1
"Abra",95,13.533238,-15.412011,7504,0
"Belita",95,55.2402058,72.9177892,4859,1
"Analiese",20,41.3259342,-8.2754117,3765,1
"Patsy",20,23.028301,115.84573,11145,1
"Loleta",40,48.167927,115.873421,17246,0
"Valeda",40,55.8930684,37.585677,6420,0
"Halsy",32,14.5655554,121.0335158,4348,1
"Arlie",66,16.2413934,-61.5340396,3959,0
"Francesco",61,38.656021,-27.268149,7118,1
"Gamaliel",92,-6.1701003,106.0522616,15597,0
"Horatio",39,-7.8666877,111.4666099,13394,0
"Layne",45,49.7274403,13.2462275,11892,0
"Berta",89,43.0532801,17.6493431,18369,1
"Binni",90,41.3537964,-8.540112,16952,1
"Leigh",99,-7.1081786,107.9399848,15233,1
"Trudy",83,-38.9786963,-67.8126798,12270,0
"Mayer",40,10.5083266,106.8635004,3434,1
"Parry",29,54.16967,21.13909,11111,0
"Keir",53,23.36225,103.374576,5538,1
